

RELABLING WITH IVS - 08/06/2020 22:24:15
Persian, 2019-09-03, Philadelphia, Phila, 15-10-13
Growlithe, 2020-06-22, MiddleTownship, NJ, 5-15-12
Abra, 2020-04-25, FortWashington, Fort, 11-10-10
Abra, 2020-04-25, FortWashington, Fort, 9-9-13
Abra, 2020-04-25, FortWashington, Fort, 13-15-11
Abra, 2020-04-25, FortWashington, Fort, 14-12-11
Abra, 2020-04-25, FortWashington, Fort, 14-12-11
Geodude, 2020-06-21, MiddleTownship, NJ, 9-14-10
Farfetch'd, 2020-06-17, FortWashington, Fort, 1-13-15
Farfetch'd, 2020-06-18, FortWashington, Fort, 9-13-11
Farfetch'd, 2020-06-18, FortWashington, Fort, 11-15-5
Farfetch'd, 2020-06-17, FortWashington, Fort, 3-13-4
Farfetch'd, 2020-06-17, FortWashington, Fort, 2-10-2
Farfetch'd, 2020-06-18, FortWashington, Fort, 8-9-15
Farfetch'd, 2020-06-18, FortWashington, Fort, 10-6-13
Farfetch'd, 2020-06-17, FortWashington, Fort, 5-12-7
Krabby, 2020-06-13, MiddleTownship, NJ, 8-6-9
Krabby, 2020-05-10, FortWashington, Fort, 1-13-13
Krabby, 2020-05-10, FortWashington, Fort, 15-3-6
Krabby, 2020-05-17, MiddleTownship, NJ, 13-0-10
Voltorb, 2019-09-05, Pittsburgh, Pitt, 11-13-14
Voltorb, 2019-11-17, StateCollege, PA, 10-14-14
Rhyhorn, 2019-11-20, Pittsburgh, Pitt, 11-13-15
Rhyhorn, 2020-02-22, FortWashington, Fort, 11-13-15
Rhyhorn, 2020-02-22, FortWashington, Fort, 13-11-13
Rhyhorn, 2020-02-22, FortWashington, Fort, 13-13-12
Rhyhorn, 2020-05-02, FortWashington, Fort, 12-12-13
Rhyhorn, 2020-02-22, FortWashington, Fort, 15-13-10
Rhyhorn, 2020-02-22, FortWashington, Fort, 12-13-13
Rhyhorn, 2020-02-22, FortWashington, Fort, 11-13-14
Rhyhorn, 2020-02-22, FortWashington, Fort, 12-12-13
Chansey, 2020-02-17, Washington, WA, 15-3-4
Chansey, 2020-05-05, NewYork, NY, 4-9-4
Chansey, 2020-05-05, NewYork, NY, 4-9-4
Chansey, 2019-07-31, Washington, WA, 3-8-6
Chansey, 2020-02-16, Washington, WA, 8-8-6
Tangela, 2020-05-06, Oreland, Fort, 10-12-13
Horsea, 2020-05-10, FortWashington, Fort, 14-1-15
Mr. Mime, 2020-05-10, FortWashington, Fort, 6-9-15
Mr. Mime, 2020-05-10, Havertown, PA, 13-7-10
Mr. Mime, 2020-05-10, Havertown, PA, 5-11-7
Mr. Mime, 2020-05-10, FortWashington, Fort, 5-14-5
Mr. Mime, 2020-05-10, FortWashington, Fort, 6-4-6
Mr. Mime, 2020-05-10, FortWashington, Fort, 5-6-7
Scyther, 2020-05-09, Hendrik-ldo-Ambacht, N/A, 12-11-11
Magikarp, 2020-01-27, Pittsburgh, Pitt, 13-10-14
Magikarp, 2020-01-27, Pittsburgh, Pitt, 13-10-14
Magikarp, 2020-05-24, Oreland, Fort, 12-14-10
Magikarp, 2020-01-24, Oreland, Fort, 10-13-15
Lapras, 2020-05-06, Oreland, Fort, 14-14-10
Lapras, 2020-01-09, Hershey, PA, 14-10-14
Aerodactyl, 2019-10-03, Pittsburgh, Pitt, 12-10-13
Aerodactyl, 2020-01-11, Ambler, Fort, 11-11-13
Snorlax, 2020-02-11, FortWashington, Fort, 3-15-10
Snorlax, 2020-02-11, FortWashington, Fort, 3-15-10
Chikorita, 2020-05-09, FortWashington, Fort, 15-12-9
Chikorita, 2020-05-24, FortWashington, Fort, 15-8-15
Cyndaquil, 2020-02-22, FortWashington, Fort, 14-11-14
Quilava, 2020-05-10, Oreland, Fort, 13-10-14
Chinchou, 2020-05-18, KittianVillage, N/A, 11-10-12
Togepi, 2019-09-30, NewOrleans, LA, 5-7-9
Natu, 2020-05-09, FortWashington, Fort, 12-14-13
Flaaffy, 2019-11-20, Pittsburgh, Pitt, 15-13-10
Flaaffy, 2019-08-20, Cambridge, MA, 12-13-14
Marill, 2020-05-10, FortWashington, Fort, 7-14-13
Marill, 2020-05-17, MiddleTownship, NJ, 4-8-3
Marill, 2020-05-17, MiddleTownship, NJ, 15-9-13
Marill, 2020-05-10, FortWashington, Fort, 12-8-11
Aipom, 2019-11-18, Pittsburgh, Pitt, 14-13-12
Sunkern, 2020-06-21, MiddleTownship, NJ, 7-1-3
Yanma, 2019-08-21, Boston, MA, 14-11-12
Misdreavus, 2020-06-13, MiddleTownship, NJ, 7-10-8
Dunsparce, 2020-05-07, Oreland, Fort, 11-11-15
Gligar, 2019-09-10, Pittsburgh, Pitt, 13-12-14
Teddiursa, 2019-11-20, Pittsburgh, Pitt, 15-14-9
Skarmory, 2019-10-16, Pittsburgh, Pitt, 12-13-12
Skarmory, 2020-05-10, Oreland, Fort, 12-12-13
Houndour, 2019-08-30, MiddleTownship, NJ, 11-14-12
Phanpy, 2020-06-08, Philadelphia, Phila, 13-6-14
Stantler, 2020-01-22, Philadelphia, Phila, 11-2-12
Miltank, 2020-02-15, NewYork, NY, 5-14-8
Miltank, 2020-05-09, Oreland, Fort, 11-14-13
Larvitar, 2020-01-19, FortWashington, Fort, 12-7-14
Treecko, 2019-09-10, Pittsburgh, Pitt, 12-15-10
Treecko, 2019-08-24, Harrisonville, PA, 11-14-14
Torchic, 2020-05-20, FortWashington, Fort, 11-9-11
Torchic, 2019-08-29, Boston, MA, 11-14-13
Swellow, 2020-05-17, MiddleTownship, NJ, 14-9-15
Wingull, 2020-05-17, FortWashington, Fort, 12-10-15
Wingull, 2019-08-27, Philadelphia, Phila, 12-15-10
Ralts, 2020-05-17, FortWashington, Fort, 4-9-10
Ralts, 2020-02-14, NewYork, NY, 9-13-4
Surskit, 2020-02-01, MiddleTownship, NJ, 12-12-13
Shroomish, 2020-06-01, FortWashington, Fort, 14-13-4
Shroomish, 2020-06-08, FortWashington, Fort, 14-11-12
Shroomish, 2020-01-21, FortWashington, Fort, 9-15-13
Slakoth, 2020-06-10, FortWashington, Fort, 11-12-6
Slakoth, 2020-05-17, NorthWildwood, NJ, 13-12-14
Whismur, 2019-11-17, StateCollege, PA, 15-9-13
Makuhita, 2020-02-13, NewYork, NY, 12-12-14
Nosepass, 2020-06-18, FortWashington, Fort, 14-11-6
Lairon, 2020-05-15, Wildwood, NJ, 11-11-14
Illumise, 2020-01-19, FortWashington, Fort, 5-4-11
Roselia, 2020-06-10, FortWashington, Fort, 10-8-12
Roselia, 2020-02-14, NewYork, NY, 10-11-13
Gulpin, 2020-05-17, MiddleTownship, NJ, 11-15-13
Swalot, 2020-05-17, FortWashington, Fort, 12-11-6
Wailmer, 2020-05-16, NorthWildwood, NJ, 10-13-11
Wailmer, 2020-06-13, MiddleTownship, NJ, 11-5-7
Wailmer, 2020-06-13, MiddleTownship, NJ, 14-4-8
Wailmer, 2020-05-24, FortWashington, Fort, 4-12-11
Wailmer, 2020-05-24, FortWashington, Fort, 0-8-9
Wailmer, 2020-06-13, MiddleTownship, NJ, 15-8-5
Spoink, 2019-09-10, Pittsburgh, Pitt, 11-15-11
Barboach, 2019-09-19, Pittsburgh, Pitt, 13-12-14
Barboach, 2020-06-22, MiddleTownship, NJ, 3-3-14
Baltoy, 2019-09-27, Pittsburgh, Pitt, 11-12-15
Baltoy, 2019-09-27, Pittsburgh, Pitt, 11-12-15
Lileep, 2020-06-20, MiddleTownship, NJ, 14-4-15
Feebas, 2020-02-12, FortWashington, Fort, 11-12-13
Feebas, 2020-01-19, FortWashington, Fort, 3-12-9
Feebas, 2020-04-27, FortWashington, Fort, 5-0-11
Castform, 2020-05-24, FortWashington, Fort, 14-5-12
Absol, 2020-01-06, WestChester, PA, 10-12-11
Clamperl, 2020-05-24, FortWashington, Fort, 0-11-3
Bagon, 2020-01-19, FortWashington, Fort, 8-10-9
Bagon, 2020-02-22, FortWashington, Fort, 9-1-1
Beldum, 2020-02-13, NewYork, NY, 5-4-5
Beldum, 2020-05-24, FortWashington, Fort, 0-8-15
Metagross, 2020-04-28, Oreland, Fort, 14-10-10
Chimchar, 2020-01-25, Ambler, Fort, 12-12-11
Piplup, 2020-01-19, FortWashington, Fort, 12-15-6
Piplup, 2020-05-22, FortWashington, Fort, 11-5-7
Prinplup, 2020-01-19, FortWashington, Fort, 14-7-9
Prinplup, 2020-01-19, FortWashington, Fort, 2-1-7
Starly, 2020-02-14, NewYork, NY, 6-7-14
Kricketune, 2020-01-27, Philadelphia, Phila, 14-11-2
Kricketune, 2020-01-27, Philadelphia, Phila, 11-5-2
Combee, 2020-02-22, FortWashington, Fort, 13-1-9
Buizel, 2020-02-10, FortWashington, Fort, 15-5-12
Cherrim, 2020-06-10, FortWashington, Fort, 2-15-13
Cherrim, 2020-02-13, NewYork, NY, 7-13-6
Cherrim, 2019-11-17, StateCollege, PA, 8-15-14
Drifloon, 2020-05-26, Flourtown, Fort, 10-12-13
Buneary, 2020-04-15, FortWashington, Fort, 1-6-4
Glameow, 2020-05-22, FortWashington, Fort, 4-1-5
Glameow, 2020-01-22, Philadelphia, Phila, 10-11-9
Purugly, 2019-11-16, StateCollege, PA, 0-5-5
Bronzor, 2020-05-26, FortWashington, Fort, 15-4-15
Bronzor, 2020-02-09, Oreland, Fort, 11-12-13
Bronzor, 2020-05-26, FortWashington, Fort, 11-7-15
Bronzor, 2020-05-10, FortWashington, Fort, 10-5-15
Bronzor, 2020-05-24, Ambler, Fort, 12-12-10
Bronzor, 2020-05-26, FortWashington, Fort, 5-11-15
Hippopotas, 2020-02-08, FortWashington, Fort, 13-15-9
Hippopotas, 2020-05-24, FortWashington, Fort, 6-10-5
Hippopotas, 2020-02-10, FortWashington, Fort, 10-14-12
Hippopotas, 2020-02-09, FortWashington, Fort, 14-8-14
Skorupi, 2020-03-09, Philadelphia, Phila, 6-5-2
Croagunk, 2020-05-26, FortWashington, Fort, 14-13-5
Finneon, 2020-01-21, FortWashington, Fort, 10-11-4
Snover, 2020-01-01, Philadelphia, Phila, 15-14-10
Snover, 2020-01-01, Oreland, Fort, 13-15-10
Snivy, 2020-02-14, NewYork, NY, 11-10-15
Tepig, 2020-02-22, FortWashington, Fort, 8-11-14
Tepig, 2020-02-08, Oreland, Fort, 13-14-10
Tepig, 2020-01-23, Hershey, PA, 12-11-11
Tepig, 2020-06-08, Philadelphia, Phila, 9-9-13
Lillipup, 2020-01-19, FortWashington, Fort, 9-7-9
Lillipup, 2020-01-26, WestChester, PA, 10-11-10
Purrloin, 2020-06-19, Philadelphia, Phila, 12-11-14
Woobat, 2020-06-10, FortWashington, Fort, 2-5-1
Tympole, 2020-02-13, NewYork, NY, 11-12-7
Tympole, 2020-01-22, Philadelphia, Phila, 10-14-4
Tympole, 2020-02-22, FortWashington, Fort, 14-2-0
Throh, 2020-02-14, NewYork, NY, 7-0-8
Venipede, 2020-06-08, Philadelphia, Phila, 15-5-14
Venipede, 2020-05-30, Dresher, Fort, 10-14-10
Venipede, 2020-02-13, NewYork, NY, 11-9-15
Venipede, 2020-02-24, Underhill, VT, 10-12-11
Venipede, 2020-04-26, FortWashington, Fort, 4-15-11
Basculin, 2020-06-11, FortWashington, Fort, 14-2-11
Basculin, 2020-06-10, FortWashington, Fort, 2-15-8
Dwebble, 2020-06-21, MiddleTownship, NJ, 9-8-12
Karrablast, 2020-06-17, FortWashington, Fort, 3-9-3
Karrablast, 2020-06-16, FortWashington, Fort, 3-1-8
Karrablast, 2020-02-25, Underhill, VT, 1-14-3
Karrablast, 2020-01-19, FortWashington, Fort, 14-11-9
Karrablast, 2020-01-19, FortWashington, Fort, 14-11-9
Joltik, 2020-04-26, FortWashington, Fort, 8-2-8
Shelmet, 2020-02-02, Philadelphia, Phila, 11-12-11
Shelmet, 2020-02-02, Philadelphia, Phila, 11-12-11
Shelmet, 2020-06-01, FortWashington, Fort, 8-15-5
Heatmor, 2020-05-10, FortWashington, Fort, 3-5-9
Heatmor, 2020-02-14, NewYork, NY, 8-8-4
Heatmor, 2020-02-14, NewYork, NY, 8-8-4


RELABLING WITH IVS - 23/06/2020 23:33:05
---------------------Snubbull, 2020-06-23, FortWashington, Fort, 5-13-14
Eevee, 2020-01-06, LosAngeles, CA, 3-15-13
Gligar, 2020-05-12, FallCity, WA, 6-10-7
Omanyte, 2020-03-26, Gifu, N/A, 9-5-14
Geodude, 2020-06-10, Chelsea, MA, 12-5-15
Feebas, 2020-01-11, Phoenix, AZ, 5-11-13
Skarmory, 2019-05-31, Washington, WA, 3-6-13
Rhyhorn, 2020-02-22, Washington, WA, 6-15-15
Exeggutor, 2019-06-30, Washington, WA, 12-4-13
Abra, 2020-05-31, Washington, WA, 8-11-6
Machop, 2020-06-02, Washington, WA, 7-15-6
Growlithe, 2020-06-01, Washington, WA, 14-10-4
Growlithe, 2020-06-01, Washington, WA, 14-10-4
Bagon, 2019-08-03, Washington, WA, 8-15-12
Rhyhorn, 2020-02-22, Washington, WA, 3-12-8
Clefairy, 2020-06-23, FortWashington, Fort, 7-15-15
Clefairy, 2020-06-23, FortWashington, Fort, 10-15-15
Clefairy, 2020-06-23, FortWashington, Fort, 5-5-2
Swablu, 2020-06-23, FortWashington, Fort, 4-10-4
Poochyena, 2020-06-23, FortWashington, Fort, 4-14-0
Clefairy, 2020-06-23, FortWashington, Fort, 3-0-9
Houndoom, 2020-06-23, FortWashington, Fort, 14-14-9
Ralts, 2020-06-04, Washington, WA, 7-3-12
Gyarados, 2020-01-29, Washington, WA, 6-12-7
Porygon, 2020-02-17, Washington, WA, 5-15-15
Eevee, 2020-03-14, Washington, WA, 14-11-12
Golduck, 2019-06-13, Washington, WA, 6-12-3
Escavalier, 2020-03-22, Ambler, Fort, 9-15-11
Clefairy, 2020-06-23, FortWashington, Fort, 11-3-15
Swablu, 2020-06-23, FortWashington, Fort, 13-13-15
Swablu, 2020-06-23, FortWashington, Fort, 13-13-15
Rattata, 2020-06-23, FortWashington, Fort, 7-15-13
Turtwig, 2020-06-23, FortWashington, Fort, 8-14-12
Vulpix, 2020-06-23, FortWashington, Fort, 10-4-14
Exeggcute, 2020-06-23, FortWashington, Fort, 7-2-0
Vulpix, 2020-06-23, FortWashington, Fort, 5-11-9
Eevee, 2020-06-23, FortWashington, Fort, 9-8-7
Magmar, 2020-06-23, Hammonton, NJ, 7-4-5
Barboach, 2020-06-23, HamiltonTownship, NJ, 11-13-10
Sunkern, 2020-06-23, MiddleTownship, NJ, 14-1-11
Sunkern, 2020-06-23, MiddleTownship, NJ, 14-1-11
Tepig, 2020-06-23, MiddleTownship, NJ, 4-0-7
Lunatone, 2020-06-23, MiddleTownship, NJ, 6-5-13
Vulpix, 2020-06-22, MiddleTownship, NJ, 8-11-3
Trapinch, 2020-06-22, NorthWildwood, NJ, 15-12-12
